DX200,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,2,"The error was detected during the check of the number of the serial communications.
Counter value received from EAXA21 board is off by one cycle.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (2) of the corresponding node number (SV#3)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0103,COMMUNICATION ERROR(EAXA#4),"The serial communications between YCP21 board and EAXA21 board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 4th EAXA21 board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from EAXA21 board is invalid.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (3) of the corresponding node number (SV#4)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,2,"The error was detected during the check of the number of the serial communications.
Counter value received from EAXA21 board is off by one cycle.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (3) of the corresponding node number (SV#4)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0104,COMMUNICATION ERROR(EAXA#5),"The serial communications between YCP21 board and EAXA21 board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 5th EAXA21 board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from EAXA21 board is invalid.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (4) of the corresponding node number (SV#5)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,2,"The error was detected during the check of the number of the serial communications.
Counter value received from EAXA21 board is off by one cycle.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (4) of the corresponding node number (SV#5)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0105,COMMUNICATION ERROR(EAXA#6),"The serial communications between YCP21 board and EAXA21 board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 6th EAXA21 board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from EAXA21 board is invalid.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (5) of the corresponding node number (SV#6)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,2,"The error was detected during the check of the number of the serial communications.
Counter value received from EAXA21 board is off by one cycle.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (5) of the corresponding node number (SV#6)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0106,COMMUNICATION ERROR(EAXA#7),"The serial communications between YCP21 board and EAXA21 board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 7th EAXA21 board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from EAXA21 board is invalid.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (6) of the corresponding node number (SV#7)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,2,"The error was detected during the check of the number of the serial communications.
Counter value received from EAXA21 board is off by one cycle.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (6) of the corresponding node number (SV#7)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0107,COMMUNICATION ERROR(EAXA#8),"The serial communications between YCP21 board and EAXA21 board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 8th EAXA21 board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from EAXA21 board is invalid.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (7) of the corresponding node number (SV#8)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,2,"The error was detected during the check of the number of the serial communications.
Counter value received from EAXA21 board is off by one cycle.",Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (7) of the corresponding node number (SV#8)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of EAXA21 board CN509
- The cable of EAXA21 board connector CN515/516
- The PCI connector of the YIF01 board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0110,COMMUNICATION ERROR (SU#1),"The serial communications between YCP21 board and Functional Safety board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 1st Functional Safety board.",,,Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (0) of the corresponding node number (SV#1)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- CN509 cable of EAXA21 board
- The cable of EAXA21 board connector CN515/516
- CNBXconnector of EAXA21board and YSF25 board
- The PCI connector of YIF01board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YSF25 board",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0111,COMMUNICATION ERROR (SU#2),"The serial communications between YCP21 board and Functional Safety board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 2nd Functional Safety board.",,,Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (1) of the corresponding node number (SV#2)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- CN509 cable of EAXA21 board
- The cable of EAXA21 board connector CN515/516
- CNBXconnector of EAXA21board and YSF25 board
- The PCI connector of YIF01board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YSF25 board",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0112,COMMUNICATION ERROR (SU#3),"The serial communications between YCP21 board and Functional Safety board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 3rd Functional Safety board.",,,Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (2) of the corresponding node number (SV#3)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- CN509 cable of EAXA21 board
- The cable of EAXA21 board connector CN515/516
- CNBXconnector of EAXA21board and YSF25 board
- The PCI connector of YIF01board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YSF25 board",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0113,COMMUNICATION ERROR (SU#4),"The serial communications between YCP21 board and Functional Safety board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 4th Functional Safety board.",,,Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (3) of the corresponding node number (SV#4)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- CN509 cable of EAXA21 board
- The cable of EAXA21 board connector CN515/516
- CNBXconnector of EAXA21board and YSF25 board
- The PCI connector of YIF01board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YSF25 board",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0114,COMMUNICATION ERROR (SU#5),"The serial communications between YCP21 board and Functional Safety board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 5th Functional Safety board.",,,Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (4) of the corresponding node number (SV#5)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- CN509 cable of EAXA21 board
- The cable of EAXA21 board connector CN515/516
- CNBXconnector of EAXA21board and YSF25 board
- The PCI connector of YIF01board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YSF25 board",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0115,COMMUNICATION ERROR (SU#6),"The serial communications between YCP21 board and Functional Safety board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 6th Functional Safety board.",,,Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (5) of the corresponding node number (SV#6)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- CN509 cable of EAXA21 board
- The cable of EAXA21 board connector CN515/516
- CNBXconnector of EAXA21board and YSF25 board
- The PCI connector of YIF01board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YSF25 board",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0116,COMMUNICATION ERROR (SU#7),"The serial communications between YCP21 board and Functional Safety board in the DX200 is softwarily monitored by each board. 
This alarm occurs if YCP21detects an error in the serial communication between YCP21 board and 7th Functional Safety board.",,,Setting error,"(1)Check the following settings.
- Control group settings in maintenance mode
- The EAXA21 board rotary switch setting (6) of the corresponding node number (SV#7)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- CN509 cable of EAXA21 board
- The cable of EAXA21 board connector CN515/516
- CNBXconnector of EAXA21board and YSF25 board
- The PCI connector of YIF01board
- The cable of YIF01 board connector CN113",,,,HWC
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YSF25 board",,,,HWC
