YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,108,POS RESOLUTION is err at condition file2.,Setting error,Check POS RESOLUTION at condition file2.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,109,PERMIT CV QUE is err at condition file2.,Setting error,Check PERMIT CV QUE at condition file2.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,200,USED STATUS is err at condition file3.,Setting error,Check USED STATUS at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,201,PORT NO. is err at condition file3.,Setting error,Check PORT NO. at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,202,BROKEN LINE DETECT is err at condition file3.,Setting error,Check BROKEN LINE DETECT at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,203,ENCODER INPUT is err at condition file3.,Setting error,Check ENCODER INPUT at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,204,ENCODER SIGN is err at condition file3.,Setting error,Check ENCODER SIGN at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,205,CORRECTION is err at condition file3.,Setting error,Check CORRECTION at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,206,VIRTUAL CV SPEED is err at condition file3.,Setting error,Check VIRTUAL CV SPEED at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,207,AVERAGE TRAVEL TIME is err at condition file3.,Setting error,Check AVERAGE TRAVEL TIME at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,208,POS RESOLUTION is err at condition file3.,Setting error,Check POS RESOLUTION at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,209,PERMIT CV QUE is err at condition file3.,Setting error,Check PERMIT CV QUE at condition file3.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,300,USED STATUS is err at condition file4.,Setting error,Check USED STATUS at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,301,PORT NO. is err at condition file4.,Setting error,Check PORT NO. at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,302,BROKEN LINE DETECT is err at condition file4.,Setting error,Check BROKEN LINE DETECT at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,303,ENCODER INPUT is err at condition file4.,Setting error,Check ENCODER INPUT at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,304,ENCODER SIGN is err at condition file4.,Setting error,Check ENCODER SIGN at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,305,CORRECTION is err at condition file4.,Setting error,Check CORRECTION at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,306,VIRTUAL CV SPEED is err at condition file4.,Setting error,Check VIRTUAL CV SPEED at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,307,AVERAGE TRAVEL TIME is err at condition file4.,Setting error,Check AVERAGE TRAVEL TIME at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,308,POS RESOLUTION is err at condition file4.,Setting error,Check POS RESOLUTION at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,309,PERMIT CV QUE is err at condition file4.,Setting error,Check PERMIT CV QUE at condition file4.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,400,USED STATUS is err at condition file5.,Setting error,Check USED STATUS at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,401,PORT NO. is err at condition file5.,Setting error,Check PORT NO. at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,402,BROKEN LINE DETECT is err at condition file5.,Setting error,Check BROKEN LINE DETECT at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,403,ENCODER INPUT is err at condition file5.,Setting error,Check ENCODER INPUT at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,404,ENCODER SIGN is err at condition file5.,Setting error,Check ENCODER SIGN at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,405,CORRECTION is err at condition file5.,Setting error,Check CORRECTION at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,406,VIRTUAL CV SPEED is err at condition file5.,Setting error,Check VIRTUAL CV SPEED at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,407,AVERAGE TRAVEL TIME is err at condition file5.,Setting error,Check AVERAGE TRAVEL TIME at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,408,POS RESOLUTION is err at condition file5.,Setting error,Check POS RESOLUTION at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,409,PERMIT CV QUE is err at condition file5.,Setting error,Check PERMIT CV QUE at condition file5.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,500,USED STATUS is err at condition file6.,Setting error,Check USED STATUS at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,501,PORT NO. is err at condition file6.,Setting error,Check PORT NO. at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,502,BROKEN LINE DETECT is err at condition file6.,Setting error,Check BROKEN LINE DETECT at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,503,ENCODER INPUT is err at condition file6.,Setting error,Check ENCODER INPUT at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,504,ENCODER SIGN is err at condition file6.,Setting error,Check ENCODER SIGN at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,505,CORRECTION is err at condition file6.,Setting error,Check CORRECTION at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,506,VIRTUAL CV SPEED is err at condition file6.,Setting error,Check VIRTUAL CV SPEED at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,507,AVERAGE TRAVEL TIME is err at condition file6.,Setting error,Check AVERAGE TRAVEL TIME at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,508,POS RESOLUTION is err at condition file6.,Setting error,Check POS RESOLUTION at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,509,PERMIT CV QUE is err at condition file6.,Setting error,Check PERMIT CV QUE at condition file6.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5021,VERIFY ERROR(CONVEYOR COND FILE),,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5022,CONVEYOR POSITION LIMIT,Correct pos is limit over (21M).,,"Correct pos is limit over (21M) at condition file.
Sub Code : Alarm occurred conveyor condition file No",Synchronization section error,"Check the synchronized move at condition file, or check parameter auto cvque dis (SxE40). Correct pos is not updated after alarm is occurred, so Synchronized move is not done, and move at correct pos at alarm is occurred. ",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5023,CONVEYOR COUNTER LIMIT,"The conveyor position counter pulse
overflow",,"Curr pos is over at condition file.
Sub Code : Alarm occurred conveyor condition file No",Setting error,"Check the POS RESOLUTION or synchronized move at condition file. Correct pos is not updated after alarm is occurred, so Synchronized move is not done, and move at correct pos at alarm is occurred. 
",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5024,SETUP ERROR(CV COND SUPP. FILE),The setting of CONVEYOR CONDITION SUPPORT FILE is not correct.  ,,,Setting error,"Check the settings for LS and shift distance in the conveyor condition support file. If the same LS is used, set the same shift disance in each condition file.  

",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5050,MEI ERROR,The error about Motion Extension API is occurred in sensor process.,,"Sub Code: 100-250
It is the kind of error of Motion extension API in sensor process of laser tracking function.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
5051,SKILL COMMAND ERROR,The error about Skill command is occurred in sensor process.,,"Sub Code: 100-250
It is the kind of error of Skill command in sensor process of laser tracking function.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
5052,SYSTEM ERROR (LASER TRACKING),The system error is occurred in sensor process.,,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between YRC1000 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
5053,LASER TRACKING PROCESS ERROR,The data error is occurred in sensor process.,10,Mode error.,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,11,Correction coordinate error.,Setting error,"(1)Make common coordinate motion in the sensing path, if normal motion and synchronous motion are set in the JOB.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,12,Tool number error.,Setting error,"(1)Make common tool number in the sensing path, if several tool number are set in the JOB.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,13,Control group error.,Setting error,"(1)Make common control group in the sensing path, if several JOB that the control group is different are executed in the sensing path.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,14,User coordinate number error.,Setting error,"(1)Make common user coordinate of External reference point control in the sensing path, if several kind of user coordinate are set in the JOB. (To be developed in the future)
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,15,Same gap mount is set.,Setting error,"(1)Delete one gap mount data in Gap condition file. Because same data is set.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,16,Same gap mount is set.,Setting error,"(1)Delete one gap mount data in Gap condition file. Because same data is set.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,17,Non detection error.,Setting error,"(1)Remove the dirt and the dust from the sensing point.
(2)Check that the sensing point is inside of sensor range.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,18,Detection error.,Setting error,"(1)Remove the dirt and the dust from the sensing point.
(2)Check that the sensing point is inside of sensor range.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,19,Laser sensor calibration error.,Setting error,"(1)Check that the sensing point is inside of sensor range.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,20,Laser sensor calibration error.,Setting error,"(1)Check that the sensing point is inside of sensor range.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,21,Correction mount error.,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,28,Task error.,Setting error,"(1)Check that the JOB isn't switched to the other task during tracking.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,29,Application error.,Setting error,"(1)Check that the JOB isn't switched to the other task between tracking.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,40,Wrong laser tracking file no.,Setting error,"(1)Wrong laser tracking file no. is set to command of laser tracking function. Change it to correct no,( 1-40)
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,41,Wrong laser sensor calibration file no.,Setting error,"(1)Wrong laser sensor calibration file no. is set to command of laser tracking function. Change it to correct no,( 1-64)
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,50,End point search motion error.,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,51,End point search motion error.,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,52,End point search motion error.,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,53,End point search motion error.,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,54,End point search motion error.,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,55,End point search motion error.,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,56,End point search motion error.,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,60,Gap adaptation control error.,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,70,Laser sensor calibration error.,Setting error,Check that there are enough long length between the sensing points 1-4.,,,,Laser tracking
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,71,Laser sensor calibration error.,Setting error,Check that there are enough long length between the sensing points 1-4.,,,,Laser tracking
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,80,Synchronized timer error between YRC1000 and laser sensor unit.,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,90,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,91,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,92,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,93,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,94,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,95,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,96,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,97,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,98,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,99,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,100,Memoplay control error.,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,120,Path Over error.,Setting error,"(1)Check the difference of work position between teaching and the time when the alarm is occurred.
(2)Check the PATHOVER condition in LASER TRACKING FILE set to command of Laser tracking function, LTRACKON and LTRACKSET.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,121,Stop motion error at fail sens.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,122,Stop motion error at fail sens.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,123,Stop motion error at fail sens.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,124,Stop motion error at fail sens.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,125,Stop motion error at fail sens.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,126,Stop motion error at fail sens.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,130,Get feedback position error.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,131,Convert rectangle position error.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
,,,132,Get rectangle feedback position error.,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
5054,LASER SENSOR ERROR,,,"Sub Code: 1-14
It is the kind of transmission error between YRC1000 and laser sensor unit.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Laser tracking
5060,GAUGING PROCESS ERROR,The error is occurred in sensor process.,4,"The left gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of Left gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,5,"The right gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of Right gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
