YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),Notes
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,3780,Error 780 : OUTSIDE OF VOLTAGE SETTING (High) occurred in the welder3.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,4780,Error 780 : OUTSIDE OF VOLTAGE SETTING (High) occurred in the welder4.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,5780,Error 780 : OUTSIDE OF VOLTAGE SETTING (High) occurred in the welder5.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,6780,Error 780 : OUTSIDE OF VOLTAGE SETTING (High) occurred in the welder6.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,7780,Error 780 : OUTSIDE OF VOLTAGE SETTING (High) occurred in the welder7.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,8780,Error 780 : OUTSIDE OF VOLTAGE SETTING (High) occurred in the welder8.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,1781,Error 781 : OUTSIDE OF VOLTAGE SETTING (Low) occurred in the welder1.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,2781,Error 781 : OUTSIDE OF VOLTAGE SETTING (Low) occurred in the welder2.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,3781,Error 781 : OUTSIDE OF VOLTAGE SETTING (Low) occurred in the welder3.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,4781,Error 781 : OUTSIDE OF VOLTAGE SETTING (Low) occurred in the welder4.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,5781,Error 781 : OUTSIDE OF VOLTAGE SETTING (Low) occurred in the welder5.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,6781,Error 781 : OUTSIDE OF VOLTAGE SETTING (Low) occurred in the welder6.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,7781,Error 781 : OUTSIDE OF VOLTAGE SETTING (Low) occurred in the welder7.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,8781,Error 781 : OUTSIDE OF VOLTAGE SETTING (Low) occurred in the welder8.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE SETTING(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) When D-3-12 parameter of the MOTOWELD is set to ""OFF"", Check if the range set in C parameter C73(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.
(8) When D-3-12 parameter of the MOTOWELD is set to ""ON"", Check if the range set in A parameter A6(Judgment range for OUTSIDE OF VOLTAGE SETTING(Unit:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,1782,Error 782 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (High) occurred in the welder1.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,2782,Error 782 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (High) occurred in the welder2.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,3782,Error 782 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (High) occurred in the welder3.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,4782,Error 782 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (High) occurred in the welder4.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,5782,Error 782 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (High) occurred in the welder5.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,6782,Error 782 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (High) occurred in the welder6.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,7782,Error 782 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (High) occurred in the welder7.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,8782,Error 782 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (High) occurred in the welder8.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,1783,Error 783 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (Low) occurred in the welder1.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,2783,Error 783 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (Low) occurred in the welder2.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,3783,Error 783 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (Low) occurred in the welder3.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,4783,Error 783 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (Low) occurred in the welder4.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
