YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-6,The allowable job registration area (memory) was exceeded.,Setting error,Delete unused jobs.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-7,A job that did not exist in the memory was specified.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-8,An attempt was made to change the contents for the job prohibited from being edited.,Setting error,Release the prohibition.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-9,An error occurred during the access to a job in handle value.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-10,An error occurred in job data control system.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-11,An error occurred in sequence number of the accessed job.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-12,An error occurred in step number of the accessed job.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-13,A job specified at job search did not exist in the memory.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-14,There was an instruction that did not exist in a job because of inconsistency of the system software.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-16,Unused handles were lacking when an attempt was made to open a job.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-18,The number of instructions added to a job exceeded 9999.,Setting error,Delete unnecessary instructions and add new instructions again.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-19,The number of steps added to a job exceeded 9999.,Setting error,Delete unnecessary steps and add new steps again.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-22,Job information was not able to be expanded. ,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-23,Job information was not able to be acquired. ,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-24,An error occurred in cluster control.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-25,Failed to read the cluster information.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-26,Heap area could not be obtained.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-27,The target for change is the line where editing is prohibited or the comment-out line.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, deactivate the prohibit setting for the target line or delete the comment-out line. ",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-28,The marker job was incorrectly changed. ,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-90,The configuration data is damaged.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-91,The FAT area is damaged.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-92,A job data in the memory was destroyed.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4202,SYSTEM ERROR(JOB),This alarm occurs if abnormal internal data is detected during the access to the job data of operating/editing software.,1,An error occurred in parameter specifications for the access to a job .,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,2,Access time exceeded the limit during the access to a job.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,3,Unapproved characters are used for a job name.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,4,A job was newly created with the same name of the job already specified in the memory.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,5,A job was newly created with the same name of the job already specified in the memory.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,6,The allowable job registration area (memory) was exceeded.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete unused jobs.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file. In that case, delete the unused jobs.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,7,A job that did not exist in the memory was specified.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,8,An attempt was made to change the contents for the job prohibited from being edited.,Setting error,"Check the following settings.
- Setting of EDIT LOCK in JOB header screen
If the job is protected from editing, release the prohibition.",,,,SYSCON
,,,,,Software operation error occurred,"(1)Reset the alarm.
(2)If you edit this job, release the prohibition.
(3)If the error occurs again, delete the job where the alarm occurred.
(4)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,9,An attempt was made to change the contents for the job prohibited from being edited.,Setting error,"Check the following settings.
- Setting of EDIT LOCK in JOB header screen
If the job is protected from editing, release the prohibition.",,,,SYSCON
,,,,,Software operation error occurred,"(1)Reset the alarm.
(2)If you edit this job, release the prohibition.
(3)If the error occurs again, delete the job where the alarm occurred.
(4)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,10,An error occurred in job data control system.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,11,An error occurred in sequence number of the accessed job.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,12,An error occurred  in step number of the accessed job.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,13,A job specified at job search did not exist in the memory.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,14,There was an instruction that did not exist in a job because of inconsistency of the system software.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,16,Unused handles were lacking when an attempt was made to open a job.,Setting error,"Check the following settings.
- The number of call job stacks
Set the job configuration that decreases the number of call job stacks.",,,,SYSCON
,,,,,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,18,The number of instructions added to a job exceeded 9999.,Setting error,"Check the following settings.
- The number of steps in job
Delete unnecessary instructions in job and add new instructions.",,,,SYSCON
,,,,,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,19,The number of steps added to a job exceeded 9999.,Setting error,"Check the following settings.
- The number of steps in job
Delete unnecessary steps in job and add new steps.",,,,SYSCON
,,,,,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,20,A job was newly created with the same name of the undefined job already specified in the memory.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,22,Failed to expand job information during the access to a job.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,23,The accessed job was not opened.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,24,An error occurred in the cluster control process of the accessed job.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,25,An error occurred when reading the cluster information of the accessed job.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,26,Failed to acquire the necessary memory area during the access to a job.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,27,An attempt was made to change the contents for the line prohibited from being edited or the commented-out line.,Setting error,"(1)Reset the alarm.
(2)Cancel the LINE EDIT LOCK/COMMENT OUT settings of target lines in JOB CONTENTS screen. ",,,,SYSCON
,,,,,Software operation error occurred,"(1)Reset the alarm.
(2)Cancel the LINE EDIT LOCK/COMMENT OUT settings of target lines in JOB CONTENTS screen. 
(3)If the error occurs again, delete the line where the alarm occurred.
(4)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,28,The marker job was incorrectly changed. ,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,90,The configuration information for job data control is damaged.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,91,The FAT information for job data is damaged.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,92,A job data was destroyed.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,99,A job data in the memory was destroyed.,Software operation error occurred,"(1)Reset the alarm.
(2)If the error occurs again, delete the job where the alarm occurred.
(3)If the error occurs again after the previous measures were executed, initialize the job file in the maintenance mode, and then load the saved job file.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
4203,SYSTEM ERROR(POSITION DATA),An data error occurred during the access to position data of MOTION section.,-1,The memory area for position data is lacking at the initialization of the position data control process.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-2,The number of axes for all the control groups is zero at the initialization of the position data control process.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
