DX200,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,124,Stop motion error at fail sens,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,125,Stop motion error at fail sens,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,126,Stop motion error at fail sens,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,130,Get feedback position error,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,131,Convert rectangle position error,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,132,Get rectangle feedback position error,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5054,LASER SENSOR ERROR,,,"Sub Code: 1-14
It is the kind of transmission error between DX200 and laser sensor unit.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5060,GAUGING PROCESS ERROR,The error is occurred in sensor process.,4,"The left gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of Left gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,5,"The right gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of Right gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,6,The gain of left gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,7,The gain of right gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,8,The offset of left gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,9,The offset of right gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,10,"The left side gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of left side gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,11,"The right side gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of right side gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,12,The gain of left side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,13,The gain of right side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,14,The offset of left side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,15,The offset of right side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5061,SENSOR NO. SETTING ERROR,Same Sensor number is set in GAUGEON command.,0,Left and right gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and right.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,1,Left and left side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and left side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,2,Left and right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,3,Right and Left side gauge sensor number are same.,Setting error,"(1)Set different sensor number between right and left side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,4,Right and Right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between right and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,5,Left side and right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left side and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5062,GAUGING CORRECTION OVER,The mount of gauging correction exceed maximum correction during gauging.,,"Sub code : correction type
0000_0001 :Position correction(Y direction) exceed the maximum corection,SxE054.
0000_0010 :Posture correction exceed the maximum corection,SxE055.
0000_0100 :Position correction(X direction) exceed the maximum corection,SxE075.",Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, maximum position correction(Y direction)(SxE054), maximum posture correction(SxE055) and maximum position correction(X direction)(SxE075).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5063,LEFT SENSOR VALUE NOT CHANGED,Left gauge sensor value does not change amount(SxE038) in the checking time(SxE031).,,,Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, unchanged amount of sensor value(SxE038) and sensor value unchanged time(SxE031).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5064,RIGHT SENSOR VALUE NOT CHANGED,Right gauge sensor value does not change amount(SxE038) during checking time(SxE031).,,,Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, unchanged amount of sensor value(SxE038) and sensor value unchanged time(SxE031).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5065,ILLEGAL SENSOR VALUE,"Gauge sensor value is smaller than minimum sensor value(SxE035), or greater than maximum sensor value(SxE036) during gauging.",,"Sub code : Gauge sensor type
0000_0001 :Left gauge sensor
0000_0010 :Right gauge sensor
0000_0100 :Side gauge sensor",Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, minimum sensor value(SxE035) and maximum sensor value(SxE036) 
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5067,LNR SCALE POSITION LIMIT,The linear scale value exceeds plus or minus21 m.,,,Linear scale or the connection failure,"(1)Check the  linear scale value and the connection.
(2)Check the position resolution in Linear scale specification file.",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5068,LNR SCALE COUNTER LIMIT,The linear scale position counter pulse is overflowed.,,,Linear scale or the connection failure,(1)Check the  linear scale value and the connection.,,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5069,SIDE SENSOR VALUE NOT CHANGED,Side gauge sensor value does not change amount(SxE038) in the checking time(SxE031).,,,Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, unchanged amount of sensor value(SxE038) and sensor value unchanged time(SxE031).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5070,WORK IN/NOT DATA OVER FLOW,,,,,,,,,コンベヤ
5071,WORK ID. DATA OVER FLOW,,,,,,,,,コンベヤ
5072,START SHIFT DATA OVER FLOW,,,,,,,,,コンベヤ
5073,TRACKING AREA DATA OVER FLOW,,,,,,,,,コンベヤ
5074,TRACKING AREA DATA NOT FOUND,,,,,,,,,コンベヤ
5075,ENCODER STOP ERROR(CONVEYOR),,,,,,,,,コンベヤ
5076,TRACK AREA IN/NOT DATA POS LMT,,,,,,,,,コンベヤ
5077,TRACKING AREA ID DATA POS LMT,,,,,,,,,コンベヤ
5080,SYSTEM ERROR(WEAV.SYNC.),,,,,,,,,ｳｨｰﾋﾞﾝｸﾞ同期
5081,WEAV.SYNC. PROCESS ERROR,,,,,,,,,ｳｨｰﾋﾞﾝｸﾞ同期
5100,VERIFY ERROR(PRESS COND FILE),Incorrect setting of the press condition file ,,,Setting error,Check if the press condition file is correctly set. ,,,,PRESS
5101,PRESS COUNTER LIMIT,Press position counter pulse overflow,,,Setting error,Check that correct press position pulse is sent to MP2110.,,,,PRESS
5102,PRESS POSITION LIMIT,Press position error was detected.,,,Setting error,"(1)Review the resolution value in the Press condition file. 
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,PRESS
