YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),Notes
,,,0000101F,Request size is invalid.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001020,Size is invalid.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001021,FTYPE is invalid.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001030,Message abort is occurred.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001031,Message overflow is occurred.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001032,Message data was sent during the request.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001033,Request message size is abnormal.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001034,Message data was received during the request.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001037,Message underflow is occurred.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00001038,Message split over is occurred.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00002010,ASIC reset error is occurred.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00002029,Global frame is unreceived.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00003001,MODE register setting request is unfinished.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00003002,User parameter setting request is unfinished.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00003008,Synchronous communication start request is unfinished.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00003009,Asynchronous communication start request is unfinished.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,0000301A,Response buffer switch is unfinished.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,0000301C,Command buffer switch is unfinished.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00003035,Abort message is occued.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00003036,Busy message is occued.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
5131,NT112B BOARD ERROR,An error occurred in the NT112B board.,00000001,The version of JL - 086A of NT112B board does not match.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00000002,Synchronous circuit initialization error of NT112B board occurred.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00000004,An automatic update parameter error occurred on the NT112B circuit board.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00000010,Host processing delay error of NT112B board occurred.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00000011,MIII communication error occurred on the NT112B board.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,00000019,Self-diagnostic error of NT112B board occurred.,NT112B board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The cable of NT112B board",,,,HWC
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the NT112B board. Save the CMOS.BIN before replace the board to be safe. Replace the NT112B board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
