YRC1000micro,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),備考
,,,262,Heap area obtainment failure (C_BANK),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,263,Heap area obtainment failure (Instruction queue),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,264,Heap area obtainment failure (Path/trace queue),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,265,Heap area obtainment failure (IF-Express descriptor),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,270,Error in setting impedance control mode.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,271,Error in releasing impedance control mode.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,279,Specified MSS system instance is not generated.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,280,API error(HDAS_get_alias_name()),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,284,GA generation number  is over the limit.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,285,GA gene number is over the limit.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,286,GA initial generation number setting error   ,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,287,GA control group error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,288,"Learning control analysis error 
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,290,HA function error (get_svspot_ntch_data()),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,294,Job completion time over,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,295,Servo simulator averaging time change error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,310,Synchronized queue operation error for WORK ID conveyor (at ENQUE),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,311,Synchronized queue operation error for WORK ID conveyor (at DEQUE),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,312,Synchronized queue operation error for WORK ID conveyor (undefined operation),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,313,Synchronized queue operation error for WORK ID conveyor (data length too long),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,314,Synchronized queue operation error for WORK IN/OUT checking conveyor (at ENQUE),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,315,Synchronized queue operation error for WORK IN/OUT checking conveyor (at DEQUE),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,316,Synchronized queue operation error for WORK IN/OUT checking conveyor (undefined operation),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,317,Synchronized queue operation error for WORK IN/OUT checking conveyor (data length too long),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,318,Synchronized queue operation error for WORK ID conveyor or WORK IN/OUT conveyor (at DEQUE),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,319,Synchronized queue empty error for WORK ID conveyor (at execution of CVQUE),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,320,Synchronized queue empty error for WORK IN/OUT conveyor (at execution of CVQUE),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,330,P-PLC suspend err,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,331,P-PLC suspend err,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,332,P-PLC suspend seq err,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,333,P-PLC suspend seq no err,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,334,P-PLC suspend seq no err,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,340,PSTRIG suspend err,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,341,PSTRIG suspend err,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,342,PSTRIG suspend seq err,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,500,SL undefined interrupt command (main command),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,501,SL undefined interrupt command (sub command),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,502,Previous SL interrupt command processing,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,503,SL interrupt command data error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,999,Arithmetic section error (segment data all zero timeout),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,1000,System clock (RTC) setting error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,1001,System task priority arrangement error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,1002,VxWorks primitive error (msgQCreate),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,1003,VxWorks primitive error (msgQSend),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,1005,VxWorks primitive error (semBCreate),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,1007,VxWorks primitive error (semTake),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,1008,VxWorks primitive error (msgQSend) Message queue is full.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,1100,Failed system job environment configuration,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,2000,Failed system job environment configuration,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4208,SYSTEM ERROR(ARITH),A system error occurred in ARITH.,1,Prereading task is not completed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,5,The averaging buffer in the arithmetic section is destroyed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,6,No previous bank exists.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,7,The answer bank flag is ON.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,8,An error occurred in preparation of current position.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,9,Mails could not correctly be received in the current task.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,10,Spline-curve path designation error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,11,The previous bank's prereading conversion could not correctly be completed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,12,A manipulator designation error occurred at JOG operation using the external reference point.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,13,Designation error of cubic interference coordinates,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,14,Path control position data error of prereading bank,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,16,Station/base axis motion command error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,18,User coordinates number error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,19,Processing error in re-preparation of segment control data,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,20,Prereading task not completed at master in twin synchronous system,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,23,Dynamic model arithmetic error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,24,Speed limit control error (excessive moment of gravity),Setting error,"(1)Check the following settings.
- The allowable breaking torque was exceeded only by the gravity moment. Set the gravity value of the tool within payload of the manipulator.
- Teach the manipulator orientation that does not become the overload for each-axes of the manipulator.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,25,Square root of a negative number,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,26,The system number is not set at master in twin synchronous system.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,29,FORMCUT internal control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,30,Arm interference check error (radius data referencing mistake),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,31,Arm interference check error (miscalculation using direct kinematics),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,32,Arm interference check error (L-axis expansion flag setting error),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,33,Arm interference check error (check-point re-setting error),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,34,Impossible to edit the averaging buffer (zero division),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,35,No master-group is designated at preparation of master-tool user coordinates.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,41,Pulse linked JOG function error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,42,Special JOG operation error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,44,Segment overless: Segment excessive error,Setting error,The teaching position cannot hold down the speed by the segment overless function. Reduce the teaching speed of the job.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,45,Segment overless: Path calculation repeat error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,47,Play path control: initialization error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,48,Play path control: continue process error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,49,Play path control: Step continuous initialization error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,50,Play path control: step continuous motion execution process error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,54,Approximation model internal control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,55,Pair coordinate system position calculation function error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,56,OPT higher acceleration and deceleration control is not allowed when Function acceleration and deceleration control is enabled. ,Setting error,"Check the following settings.
- OPT higher acceleration and deceleration control is used.
- Don't use the OPT higher acceleration and deceleration control. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,57,Arithmetic error occurred when calculating the acceleration and deceleration time (Function acceleration and deceleration control),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,58,Arithmetic error occurred when recalculating the acceleration and deceleration time (Function acceleration and deceleration control),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,59,Arithmetic error occurred when calculating PL control (Function acceleration and deceleration control),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,60,Arithmetic error occurred when calculating Function acceleration and deceleration dry run. ,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,61,"Arithmetic error occurred when calculating current path of continuous motion stop operation
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,62,Arithmetic error occurred when calculating next path of  continuous motion stop operation,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,63,Arithmetic error occurred when calculating acceleration time when continuous motion in the prereading processing,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,64,Arithmetic error occurred when calculating deceleration time when continuous motion in the prereading processing,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,65,Arithmetic error occurred when calculating acceleration and deceleration time when teaching.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,66,Arithmetic error occurred when calculating acceleration and deceleration time for plucking in prereading processing 1,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,67,Arithmetic error occurred when calculating acceleration and deceleration time for plucking in prereading processing 2,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,68,Arithmetic error occurred when calculating acceleration and deceleration time for plucking in prereading processing 3,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,69,Arithmetic error occurred when calculating acceleration and deceleration time for plucking in prereading processing 4,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,70,Arithmetic error occurred when calculating acceleration and deceleration for PL control plucking in prereading processing 1,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,71,Arithmetic error occurred when calculating acceleration and deceleration for PL control plucking in prereading processing 2,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,72,"Arithmetic error occurred when calculating acceleration and deceleration for plucking 
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,73,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 1
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,74,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 2
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,75,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 3
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,76,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 4
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,77,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 5
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,102,Posture control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,103,HA Servo Simulation error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,105,Timing control function control group error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,106,Feedback approximation model table queue control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,107,Feedback approximation model data reference error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,65535,For HA debug use,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4209,OFFLINE SYSTEM ERROR(ARITH),A system error occurred in arithmetic section offline.,100,Data setting error in offline data bank,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,101,Data setting error in offline answer bank,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,102,OFF_USER_POS occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,103,OFF_USER_POS valid control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,104,Mail-receiving error of offline task,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,105,Offline occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,107,OFF_USER_ROT_POS occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,108,OFF_USER_ROT_POS valid control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,109,OFF_CV_CALIB_POS occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
