DX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,Chart1,Chart2,Detail,Notes
,,,4,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,5,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,6,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,7,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,8,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,9,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,10,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,11,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,12,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,13,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,14,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,15,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,16,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,17,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,18,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,19,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,20,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,21,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,22,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,30,Abnormalities have occurred at the thermostat of a laser head. ,"The abnormalities of a laser head, the abnormalities of a cable","(1) Turn off the power supply of a robot controller and NCL01 unit. 
(2) Check whether the laser head has carried out unusual generation of heat. 
(3) Check whether there are any abnormalities in the I/O cable between NCL01 unit and a laser head. 
(4) Check whether there are any abnormalities in the thermostat and cable of a laser head. ",,,,Remote laser
,,,31,Abnormalities have occurred in LVDS of a laser head. ,"The abnormalities of a laser head, the abnormalities of a cable","(1) Turn off the power supply of a robot controller and NCL01 unit. 
(2) Check whether there are any abnormalities in the driver of a laser head. 
(3)Check whether there are any abnormalities in the LVDS cable between NCL01 unit and a laser head. ",,,,Remote laser
,,,32,The abnormalities of a CAN signal.,Communicative abnormalities,"(1) Check whether the CAN cable is connected correctly. 
(2) Check whether YCP02 substrate and YSL02 substrate are connected correctly. ",,,,Remote laser
,,,33,A original point check signal has not been returning from a laser head. ,"The abnormalities of a laser head, the abnormalities of a cable","(1) Return a mirror to the starting point by the ""INTER LOCK"" + ""6"". 
(2) Play back the job for a original point check again. 
(3) If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Remote laser
,,,40,Abnormalities have occurred at the thermostat of a laser head. ,"The abnormalities of a laser head, the abnormalities of a cable","(1) Turn off the power supply of a robot controller and NCL01 unit. 
(2) Check whether the laser head has carried out unusual generation of heat. 
(3) Check whether there are any abnormalities in the thermostat and cable of a laser head. ",,,,Remote laser
,,,41,Abnormalities have occurred at the thermostat of a laser head. ,"The abnormalities of a laser head, the abnormalities of a cable","(1) Turn off the power supply of a robot controller and NCL01 unit. 
(2) Check whether the laser head has carried out unusual generation of heat. 
(3) Check whether there are any abnormalities in the thermostat and cable of a laser head. ",,,,Remote laser
,,,42,"The X-axis of a laser head has abnormalities. 
","The abnormalities of a laser head, the abnormalities of a cable","(1) Turn off the power supply of a robot controller and NCL01 unit. 
(2) Check whether there are any abnormalities in the X-driver of a laser head. 
(3) Check whether there are any abnormalities in the LVDS cable inside a laser head. 
",,,,Remote laser
,,,43,The Y-axis of a laser head has abnormalities. ,"The abnormalities of a laser head, the abnormalities of a cable","(1) Turn off the power supply of a robot controller and NCL01 unit. 
(2) Check whether there are any abnormalities in the Y-driver of a laser head. 
(3) Check whether there are any abnormalities in the LVDS cable inside a laser head. ",,,,Remote laser
,,,44,The Z-axis of a laser head has abnormalities. ,"The abnormalities of a laser head, the abnormalities of a cable","(1) Turn off the power supply of a robot controller and NCL01 unit. 
(2) Check whether there are any abnormalities in the Z-driver of a laser head. 
(3) Check whether there are any abnormalities in the LVDS cable inside a laser head. ",,,,Remote laser
5053,LASER TRACKING PROCESS ERROR,The data error is occurred in sensor process.,10,Mode error,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,11,Correction coordinate error,Setting error,"(1)Make common coordinate motion in the sensing path, if normal motion and synchronous motion are set in the JOB.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,12,Tool number error,Setting error,"(1)Make common tool number in the sensing path, if several tool number are set in the JOB.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,13,Control group error,Setting error,"(1)Make common control group in the sensing path, if several JOB that the control group is different are executed in the sensing path.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,14,User coordinate number error,Setting error,"(1)Make common user coordinate of External reference point control in the sensing path, if several kind of user coordinate are set in the JOB. (To be developed in the future)
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,15,Same gap mount is set,Setting error,"(1)Delete one gap mount data in Gap condition file. Because same data is set.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,16,Same gap mount is set,Setting error,"(1)Delete one gap mount data in Gap condition file. Because same data is set.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,17,Non detection error,Setting error,"(1)Remove the dirt and the dust from the sensing point.
(2)Check that the sensing point is inside of sensor range.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,18,Detection error,Setting error,"(1)Remove the dirt and the dust from the sensing point.
(2)Check that the sensing point is inside of sensor range.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,19,Laser sensor calibration error,Setting error,"(1)Check that the sensing point is inside of sensor range.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,20,Laser sensor calibration error,Setting error,"(1)Check that the sensing point is inside of sensor range.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,21,Correction mount error,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,28,Task error,Setting error,"(1)Check that the JOB isn't switched to the other task between tracking.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,29,Application error,Setting error,"(1)Check that the JOB isn't switched to the other task between tracking.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,40,Wrong laser tracking file no.,Setting error,"(1)Wrong laser tracking file no. is set to command of laser tracking function. Change it to correct no,( 1-40)
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,41,Wrong laser sensor calibration file no.,Setting error,"(1)Wrong laser sensor calibration file no. is set to command of laser tracking function. Change it to correct no,( 1-64)
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,50,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,50,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,51,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,52,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,53,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,54,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,55,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,56,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,60,Gap adaptation control error,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,70,Laser sensor calibration error,Setting error,(1)Check that there are enough long length between the sensing points 1-4.,,,,Laser tracking
,,,71,Laser sensor calibration error,Setting error,(1)Check that there are enough long length between the sensing points 1-4.,,,,Laser tracking
,,,72,The abnormalities of status of HIGHYAG,The abnormalities of the state of a laser head,"The status of a laser head has abnormalities. 
Check the state of a laser head and a laser head controller. 
",,,,Remote laser
,,,73,The abnormalities of the READY signal of HIGHYAG,The abnormalities of the state of a laser head,"The READY signal of the laser head does not stand. 
Check the state of a laser head and a laser head controller. ",,,,Remote laser
,,,80,Synchronized timer error between DX100 and laser sensor unit,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,90,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,91,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,92,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,93,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,94,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,95,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,96,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,97,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,98,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,99,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,100,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5054,LASER SENSOR ERROR,,,"Sub Code: 1-14
It is the kind of transmission error between DX100 and laser sensor unit.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5060,GAUGING PROCESS ERROR,The error is occurred in sensor process.,4,"The left gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of Left gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,5,"The right gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of Right gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,6,The gain of left gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,7,The gain of right gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,8,The offset of left gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,9,The offset of right gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,10,"The left side gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of left side gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,11,"The right side gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of right side gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,12,The gain of left side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,13,The gain of right side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,14,The offset of left side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,15,The offset of right side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5061,SENSOR NO. SETTING ERROR,Same Sensor number is set in GAUGEON command.,0,Left and right gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and right.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,1,Left and left side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and left side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,2,Left and right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,3,Right and Left side gauge sensor number are same.,Setting error,"(1)Set different sensor number between right and left side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,4,Right and Right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between right and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
,,,5,Left side and right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left side and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5062,GAUGING CORRECTION OVER,The mount of gauging correction exceed maximum correction during gauging.,,"Sub code : correction type
0000_0001 :Position correction(Y direction) exceed the maximum corection,SxE054.
0000_0010 :Posture correction exceed the maximum corection,SxE055.
0000_0100 :Position correction(X direction) exceed the maximum corection,SxE075.",Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, maximum position correction(Y direction)(SxE054), maximum posture correction(SxE055) and maximum position correction(X direction)(SxE075).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5063,LEFT SENSOR VALUE NOT CHANGED,Left gauge sensor value does not change amount(SxE038) in the checking time(SxE031).,,,Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, unchanged amount of sensor value(SxE038) and sensor value unchanged time(SxE031).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
5064,RIGHT SENSOR VALUE NOT CHANGED,Right gauge sensor value does not change amount(SxE038) during checking time(SxE031).,,,Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, unchanged amount of sensor value(SxE038) and sensor value unchanged time(SxE031).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,ﾍﾞﾝﾃﾞｨﾝｸﾞ
