DX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,Chart1,Chart2,Detail,Notes
,,,54,Approximation model internal control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,55,Pair coordinate system position calculation function error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,56,OPT higher acceleration and deceleration control is not allowed when Function acceleration and deceleration control is enabled. ,Setting error,"(1)Check the following settings.
・OPT higher acceleration and deceleration control is used.
・Don't use the ＯＰＴ higher acceleration and deceleration control. ",,,,MOTION
,,,57,Arithmetic error occurred when calculating the acceleration and deceleration time (Function acceleration and deceleration control),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,58,Arithmetic error occurred when recalculating the acceleration and deceleration time (Function acceleration and deceleration control),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,59,Arithmetic error occurred when calculating PL control (Function acceleration and deceleration control),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,60,Arithmetic error occurred when calculating Function acceleration and deceleration dry run. ,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,61,"Arithmetic error occurred when calculating current path of continuous motion stop operation
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,62,Arithmetic error occurred when calculating next path of  continuous motion stop operation,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,63,Arithmetic error occurred when calculating acceleration time when continuous motion in the prereading processing,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,64,Arithmetic error occurred when calculating deceleration time when continuous motion in the prereading processing,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,65,Arithmetic error occurred when calculating acceleration and deceleration time when teaching.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,66,Arithmetic error occurred when calculating acceleration and deceleration time for plucking in prereading processing 1,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,67,Arithmetic error occurred when calculating acceleration and deceleration time for plucking in prereading processing 2,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,68,Arithmetic error occurred when calculating acceleration and deceleration time for plucking in prereading processing 3,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,69,Arithmetic error occurred when calculating acceleration and deceleration time for plucking in prereading processing 4,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,70,Arithmetic error occurred when calculating acceleration and deceleration for PL control plucking in prereading processing 1,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,71,Arithmetic error occurred when calculating acceleration and deceleration for PL control plucking in prereading processing 2,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,72,"Arithmetic error occurred when calculating acceleration and deceleration for plucking 
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,73,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 1
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,74,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 2
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,75,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 3
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,76,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 4
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,77,"Arithmetic error occurred when calculating acceleration and deceleration for PL control in prereading processing 5
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,96,Press full synchronous function:Press synchronous execution error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,97,Press full synchronous function:The press position carried out cycle movement over. ,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,98,Press full synchronous function:Press synchronous position error ,Software operation error occurred,"(1)Execute Position Adjustment Function to correct the position gap between press position and the manipulator.
・Confirm that both press and manipulator are maintained in stopped state.
・Change the specific input: Position Correct Request (#40540) to ON.
・Execute the Press synchronization JOB again. 
・Wait for the specific output ""Correcting position(#50683)"" to become OFF and then start up the press. ",,,,MOTION
,,,99,"Press full synchronous function:Position search error 
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,102,Servo Sealer Function:A Robot number is wrong.,Software operation error occurred,"(1)Reset the alarm,and check the following value of PRM1(ROBOT Number).
・Set a robot number with a controller in PRM1. (R1=0,R2=1,R3=2,R4=3,・・・) 
OPTON FUNC=120 PRM1=xx",,,,MOTION
,,,103,Servo Sealer Function:Setting speed is wrong.,Software operation error occurred,"(1)Reset the alarm,and set the value of PRM1that is bigger than zero,
OPTON FUNC=121 PRM1=xx",,,,MOTION
,,,104,Servo Sealer Function:Setting speed adjustment ratio is wrong.,Software operation error occurred,"(1)Reset the alarm,and set the value of PRM1that is bigger than zero,
OPTON FUNC=122 PRM1=xx",,,,MOTION
,,,65535,For HA debug use,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
4209,OFFLINE SYSTEM ERROR(ARITH),A system error occurred in arithmetic section offline.,100,Data setting error in offline data bank,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,101,Data setting error in offline answer bank,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,102,OFF_USER_POS occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,103,OFF_USER_POS valid control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,104,Mail-receiving error of offline task,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,105,Offline occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,107,OFF_USER_ROT_POS occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,108,OFF_USER_ROT_POS valid control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,109,OFF_CV_CALIB_POS occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,110,OFF_CV_CALIB_POS valid control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,111,Incorrect teaching for offline conveyor tracking turntable function,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,112,No manipulator is designated for offline conveyor tracking turntable function.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
4210,SYSTEM ERROR(LOCAL VARIABLE),A system error occurred in local variable processing section.,-1,Local variable is not used.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-2,Memory area for local variable could not be obtained.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-3,No unused handle value exists when local variable area is created.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-4,An error occurred in exclusive control.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-5,Handle value is invalid for specified local variable.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-6,Handle value is incorrect for specified local variable.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-7,An error occurred when memory area for local variable was released.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-8,An error occurred when memory area for local variable was registered.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-9,Local variable control process is not initialized.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-10,Local variable area shared heap area.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-11,An error occurred in exclusive control.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-12,An error occurred in exclusive control when control of the local variable was processed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
4220,SERVO POWER OFF FOR JOB,The servo power is not supplied to the job control group axis to be operated.,,Sub Code: Control group,Setting error,"(1)Check the following settings.
・Turn OFF the servo power supply, and then turn ON the servo power supply for the group axis to be operated.",,,,MOTION
4221,SERVO POWER OFF FOR JOB,The servo power is not supplied to the job control group axis to be operated.,,Sub Code: Control group,The servo power is not supplied.,"・Turn OFF the servo power supply, and then turn ON the servo power supply for the group axis to be operated.",,,,SYSCON
4224,MEMOPLAY FILE ERROR,An error occurred in memory play file.,-1,An error occurred in control process for memory play file.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-2,The arrangement address information is destroyed for memory play file system.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-3,The fixed control information is destroyed for memory play file system.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-4,The fixed control information is destroyed for memory play file system.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-5,An attempt was made to newly register the memory play file under use.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-6,An error occurred in checking written sampling data when the data was written to CMOS.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-7,An attempt was made to access an unused memory play file data.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-8,The memory play file is destroyed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-9,The memory area for sampling data is full.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-10,The sampling data is destroyed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-11,Data in control process for memory play file is incorrect.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-12,The sampling data is scanned only at top or end position.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-13,The memory play file system is not initialized.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
,,,-14,The offset value is out of range at sampling data scanning.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,MOTION
4225,OVER SPEED(YCP01),"The motor real speed (feedback) exceeded the speed limit.
The speed limit is safety speed at teach mode and maximum speed at play mode.",,Signifies the control axis number which detected an error ,Setting error,"(1)Check the following settings.
・The gun electrode hits the welded target distance of motor gun
・manipulator motion (external force, gravity)",,,,SERVO
,,,,,Connection failure,"(1)Reset the alarm.
(2)If the alarm occurs again, check the connection and inserting state of the following cables and connectors.
・The motor power line
・The encoder line",,,,SERVO
,,,,,Unit failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the following unit.
・The motor",,,,SERVO
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,SERVO
4226,COMMUNICATION SERVICE ERROR,"An error occurred at OPEN/CLOSE instruction execution.
The communication channel could not be opened/closed.",1,The communication channel could not be opened/closed at OPEN/CLOSE instruction execution.,Setting error,"(1)Check the following settings.
・Setting of the RS (transmission) parameter",,,,SYSCON
,,,100,The communication port is already opened.,Setting error,"(1)Check the following settings.
The serial port setting",,,,SYSCON
,,,101,The communication port is not opened.,Setting error,"(1)Check the following settings.
The serial port setting",,,,SYSCON
,,,102,No space was found in data sent buffer.,Setting error,"(1)Check the following settings.
The serial port setting",,,,SYSCON
,,,103,The setting value for the event queue designation parameter is incorrect.,Setting error,"(1)Check the following settings.
・RS157・・・Set to 1 to 4",,,,SYSCON
,,,105,The type of output data is incorrect.,Setting error,"(1)Check the following settings.
The serial port setting",,,,SYSCON
4228,WRONG DATA,"The DX100 divides the job; instruction data and position data, into separate files to save.
This alarm occurs if it detects the inconsistency between the Job instruction and position file.
The followings are the causes of the inconsistency.
Cause 1: Single position data is chained by the plural Job instruction data. (Overlapped chain)
Cause 2: Job instruction file chains the unregistered position data. (Unregistered position data chain)
Cause 3: Registered position data is not chained.(Unchained position data)",,,Software operation error occurred,"(1)Reset the alarm, and then execute following operation.
・Select a sub menu [WRONG DATA LOG] under main menu [SETUP]. 
・Execute ""RESTORE"" by selecting ""UTILITY"" from the pull-down menu.
*Occurrence date changes to restoration date after it is restored.
・Turn the power OFF and then ON to check the factor of the inconsistency 1 and 2, on the data inconsistency screen in maintenance mode .
   The factor 1: Check the position of the corresponding file
   The factor 2: Register the position of the corresponding file again
 *The factor 3:Just turn the power OFF and then ON again.
(2)If it would not restore, select ""RE CHECK"" from the pull-down menu.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
,,,,,Data error,"(1) If different axes configuration data is loaded, the system data becomes incorrect status, which causes this alarm. In this case, execute the following operations.
・Select a sub menu [WRONG DATA LOG] under main menu [SETUP]. 
・Select ""UTILITY"" from the pull-down menu to execute ""RESTORE"".
・Load correct axes configuration data
(2)If it would not restore, select ""RE CHECK"" from the pull-down menu, and then load correct axes configuration data.
 (3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
4229,ETHERNET PROCESS ERROR,"An error occurred when the Ethernet function was used.
In the system that uses EtherNet/IP board(PCU-ETHIO), this alarm may be caused by the offline alarm (alarm code is 0000 - 0999).",1,An error occurred in the acquisition process of the IP address during the IP address monitoring process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,2,An error occurred in the acquisition process of subnet mask during the network service data creation process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,3,An error occurred in the acquisition process of gateway during the network service data creation process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,4,An error occurred in the conversion process of gateway address during the network service data creation process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,5,An error occurred in the conversion process of DNS server address during the network service data creation process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,6,An error occurred in the acquisition process of domain during the network service data creation process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,7,An error occurred in the acquisition process of SNTP server during the network service data creation process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,8,An error occurred in the acquisition process of host name during the network service data creation process of the Ethernet function.,Other system failure,"When EtherNet/IP (PCU-ETHIO) is enabled and offline alarm (alarm code is 0000 - 0999)  is occurred, take countermeasures of the offline alarm.",,,,HWC
,,,,,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,9,An error occurred in the newest DNS information getting process from DHCP server in the DNS process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,10,An error occurred in the setting process to update DNS information in the DNS process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,11,An error occurred in the setting clearing process to update DNS information in the DNS process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,20,The subnet mask was not able to be acquired in the DHCP information update process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,21,Subnet mask update error occurred in the DHCP information update process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,25,Gateway update error occurred in the DHCP information update process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
,,,26,Gateway clear error occurred in the DHCP information update process of the Ethernet function.,Setting error,"(1)Check the following settings.
・The DHCP server operation (If the DHCP is used)
・The network status (If the DHCP is used)",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YCP01 board, and then insert the CF card which inserted original YCP01 board into the new YCP01 board. ",,,,HWC
