DX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,Chart1,Chart2,Detail,Notes
0060,COMMUNICATION ERROR(I/O MODULE),"The DX100 previously stores the connected I/O modules, and check the presence of each module on a startup. This alarm occurs if there is any module of which presence cannot be identified.",0,"An operation error occurred on the YIF01 circuit board.
",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,1,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “1” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “2” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,2,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “2” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “3” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,3,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “3” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “4” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,4,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “4” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “5” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,5,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “5” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “6” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,6,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “6” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “7” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,7,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “7” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “8” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,8,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “8” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “9” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,9,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “9” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “10” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,10,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “10” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “11” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,11,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “11” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “12” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,12,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “12” when the control power turned ON.
This alarm may be caused by the problem of other I/O module board which serial bus node number is set to “13” or more.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,13,"An error was detected in communications with the I/O device which rotary switch to specify node number is set to “13” when the control power turned ON.
This alarm may be caused by the problem of YIU.",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,14,"An error was detected in communications with the YIU unit when the control power was turned ON.
At this time, the DX100 may judge it as signal input such as external hold wrong. However, it is caused by the communication error with YIU .Therefore, execute the following measures first of all. ",Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,YIU unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following unit. 
・YIU unit",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Board failure（other board）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board.
・External Power Supply(for +24V)
・CPS Unit(CPS520F)
・YPU01
・YSU01",,,,
,,,15,An error was detected in communications with the I/O device which rotary switch to specify node number is set to “15” when the control power turned ON.,Setting error,"Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・Serial communication cable and terminator which communicate with I/O module (MⅡ communications).
・24V power cable of each I/O module.",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board.
・The option I/O board communicates via serial bus (MⅡ communication).
　　i.e. YEW01, YEW02, XOI01, XFB01B-2, YFL01 and so on.
・The standard I/O unit communicates via serial bus(YIU01).",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,16,An error was detected in communications with 1st I/O module board connected with PCI connector when the control power turned ON.,Setting error,"(1)Check the following settings.
・PCI slot number in which each PCI board is mounted
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
・The PCI connector of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
・The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,EIP board failure,"In the case of PCU-ETHIO(EtherNet/IP) board, please exchange with the board which firmware version is correct.",,,,HWC
,,,17,An error was detected in communications with 2nd I/O module board connected with PCI when the control power turned ON.,Setting error,"(1)Check the following settings.
・PCI slot number in which each PCI board is mounted
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
・The PCI connector of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
・The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,EIP board failure,"In the case of PCU-ETHIO(EtherNet/IP) board, please exchange with the board which firmware version is correct.",,,,HWC
,,,18,An error was detected in communications with 3rd I/O module board connected with PCI when the control power turned ON.,Setting error,"(1)Check the following settings.
・PCI slot number in which each PCI board is mounted
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
・The PCI connector of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
・The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,EIP board failure,"In the case of PCU-ETHIO(EtherNet/IP) board, please exchange with the board which firmware version is correct.",,,,HWC
,,,19,An error was detected in communications with 4th I/O module board connected with PCI when the control power turned ON.,Setting error,"(1)Check the following settings.
・PCI slot number in which each PCI board is mounted
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
・The PCI connector of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
・The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,EIP board failure,"In the case of PCU-ETHIO(EtherNet/IP) board, please exchange with the board which firmware version is correct.",,,,HWC
0100,COMMUNICATION ERROR(EAXA#1),"The serial communications between YCP01 board and EAXA board in the DX100 is softwarily monitored by each board.
This alarm occurs if YCP01detects an error in the serial communication between YCP01 board and 1st EAXA board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from EAXA board is invalid.",Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (0) of the corresponding node number (SV#1)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,2,"The error was detected during the check of the number of the serial communications.
Counter value received from EAXA board is off by one cycle.",Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (0) of the corresponding node number (SV#1)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
0101,COMMUNICATION ERROR(EAXA#2),"The serial communications between YCP01 board and EAXA board in the DX100 is softwarily monitored by each board. 
This alarm occurs if YCP01detects an error in the serial communication between YCP01 board and 2nd EAXA board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from EAXA board is invalid.",Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (1) of the corresponding node number (SV#2)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,2,"The error was detected during the check of the number of the serial communications.
Counter value received from EAXA board is off by one cycle.",Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (1) of the corresponding node number (SV#2)",,,,HWC
